year,company,loc,lon,lat,technology,mult,n,dist,exp,expuni,expassoc,expprof,nexpuni,nexpassoc,nexpprof,univ_eigen,univ_ndegree,univ_degree,univ_close,univ_harm,univ_between,assoc_eigen,assoc_ndegree,assoc_degree,assoc_close,assoc_harm,assoc_between,prof_eigen,prof_ndegree,prof_degree,prof_close,prof_harm,prof_between,tech_eigen,tech_ndegree,tech_degree,tech_close,tech_harm,tech_between,country,tipo,code,empire,commonw,v2x_corr,v2xcl_prpty,statecap_baseline,statecap_base_fiscal,statecap_base_fiscal_edu,c_base,c_fiscal,c_comp,v2svstterr,v2stfisccap,v2x_rule
1919,Langlaagte Exploration Building Limited,johannesburg,28.0473051,-26.2041028,cyanid,1,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40526481786298646,0.10393258426966293,37,0.37012987012987014,0.4192883895131072,0.017357338598139756,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1922,Langlaagte Exploration Building Limited,johannesburg,28.04731,-26.2041,cyanid,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2581515042980605,0.08516483516483517,31,0.37009544008483564,0.4061813186813173,0.0038349848787249973,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1923,Langlaagte Exploration Building Limited,johannesburg,28.04731,-26.2041,cyanid,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33113062049576697,0.1693121693121693,64,0.4011111111111111,0.4465608465608482,0.008896707323391461,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1909,Langlaagte Royal Gold,johannesburg,28.04731,-26.2041,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067417164558485855,0.0056179775280898875,1,0.24558303886925795,0.21832307829498868,0,south africa,extraction,ZAF,1,1,0.408,0.115,NA,NA,NA,NA,NA,NA,NA,-2,0
1895,Langlaagte Royal Gold Mining Company,london,-0.1277583,51.50735,cyanid,1,36,0,5,0,0,0,5,2,2,0.3984265898620442,0.09375,3,0.3880597014925373,0.37760416666666674,0.08832565284178187,0.4806117856032477,0.125,4,0.5333333333333333,0.5625,0.05004509214098976,0.582151174754883,0.15555555555555556,7,0.4891304347826087,0.5462962962962962,0.08200841222145586,0.01679984113666927,0.08571428571428572,3,0.30864197530864196,0.2774149659863944,0.01510163039574804,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1895,Langlaagte Royal Gold Mining Company,paris,2.352222,48.85661,cyanid,1,36,343.9167136520118,5,0,0,0,5,2,2,0.3984265898620442,0.09375,3,0.3880597014925373,0.37760416666666674,0.08832565284178187,0.4806117856032477,0.125,4,0.5333333333333333,0.5625,0.05004509214098976,0.582151174754883,0.15555555555555556,7,0.4891304347826087,0.5462962962962962,0.08200841222145586,0.01679984113666927,0.08571428571428572,3,0.30864197530864196,0.2774149659863944,0.01510163039574804,france,extraction,FRA,0,0,NA,0.81,2,2,NA,2,2,NA,97,2,1
1895,Langlaagte Royal Gold Mining Company,transvaal,-81.1831,43.23256,cyanid,1,36,0,5,0,0,0,5,2,2,0.3984265898620442,0.09375,3,0.3880597014925373,0.37760416666666674,0.08832565284178187,0.4806117856032477,0.125,4,0.5333333333333333,0.5625,0.05004509214098976,0.582151174754883,0.15555555555555556,7,0.4891304347826087,0.5462962962962962,0.08200841222145586,0.01679984113666927,0.08571428571428572,3,0.30864197530864196,0.2774149659863944,0.01510163039574804,canada,extraction,CAN,0,1,0.074,0.597,2,1,NA,2,1,NA,96,0,1
1920,Lbaedn Ellas Limited,london,-0.1277583,51.50735,cyanid,1,12,0,6,0,0,0,1,0,0,0.18350210651708027,0.018518518518518517,1,0.33540372670807456,0.38765432098765434,0,0,0,0,0,0,0,0.07693185786184956,0.01282051282051282,1,0.3107569721115538,0.3506410256410256,0,0.05881764248237895,0.057291666666666664,22,0.3691542288557214,0.4021701388888879,0.018134858442388498,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,1,2,2,1,89,3,1
1919,Leeuwpoort African Farms Tin Mines Limited,nicaragua,-85.207229,12.865416,cyanid,1,19,0,9,2,2,1,0,0,0,0.30509304218007793,0.03773584905660377,2,0.3855421686746988,0.2672955974842768,0.018480890179003378,0.09070841068039699,0.015384615384615385,1,0.34946236559139787,0.39615384615384613,0,0.15046900033082886,0.0375,3,0.35714285714285715,0.4091666666666665,0.00388920376321632,0.3226524705025013,0.1853932584269663,66,0.40569395017793597,0.4579119850187279,0.12145223489573213,nicaragua,extraction,NIC,0,0,0.886,0.349,-3,-3,-4,-3,-3,-4,72,-1,0
1920,Leonesa Mines Limited,nicaragua,-85.20723,12.86542,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003943043187505712,0.010416666666666666,4,0.29258675078864355,0.30402405753968254,0.002264179794408461,nicaragua,extraction,NIC,0,0,0.886,0.349,-3,-3,-4,-3,-3,-4,72,-1,0
1919,Lgnely Reef Gold Mining Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,5,0,2,1,1,1,1,1,1,6.846708451912918e-17,0.018867924528301886,1,0.6,0.03773584905660377,0,0.09070841068039696,0.015384615384615385,1,0.34946236559139787,0.39615384615384613,0,0.0949769244554744,0.025,2,0.3418803418803419,0.38833333333333314,0.0036699043132557433,0.0029601175170560143,0.014044943820224719,5,0.2714285714285714,0.279708400214019,0.005594504524598561,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1895,Lisbon Berlyn Gold Fields Limited,transvaal,-81.1831,43.23256,cyanid,1,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05714285714285714,2,0.75,0.07142857142857142,8.403361344537816e-4,canada,extraction,CAN,0,1,0.074,0.597,2,1,NA,2,1,NA,96,0,1
1923,London And Silverton Mining Company,rhodesia,-97.21348,32.82943,cyanid,1,10,0,6,1,1,1,0,0,0,0,0.021739130434782608,1,0.6666666666666666,0.03260869565217391,0,0.12873463546897115,0.025,1,0.4,0.44375000000000003,0,0.11547417169289916,0.03571428571428571,2,0.3660130718954248,0.41428571428571404,0.01753246753246753,0.031543810415827676,0.08465608465608465,32,0.36538461538461536,0.38743386243386085,0.03777075085200638,united states of america,extraction,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1888,London And South African Exploration,london,-0.1277583,51.5073509,amalgama,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8660254037844383,0.3333333333333333,2,0.5714285714285714,0.4722222222222222,0.2,0.8660254037844383,0.25,2,0.5714285714285714,0.3541666666666667,0.10714285714285714,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1895,London Edition Sunday Morning,wales,-3.783712,52.13066,cyanid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1895,London Edition Sunday Morning,s road southsea is a,-1.090269,50.79393,cyanid,1,0,104.08952543950073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1895,London Edition Sunday Morning,eureka,-96.28917,37.82392,cyanid,1,0,96.07364616723484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.147,0.478,1,1,NA,1,1,NA,95,1,1
1895,London Edition Sunday Morning,fore street b,-70.25089,43.65802,amalgama,1,0,740.2645948271103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.147,0.478,1,1,NA,1,1,NA,95,1,1
1895,London Edition Sunday Morning,roodepoort,27.90147,-26.12014,amalgama,1,0,13.909994985797335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,south africa,extraction,ZAF,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1895,London Edition Sunday Morning,london,-0.1277583,51.50735,amalgama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,NA,2,2,NA,98,3,1
1895,London Edition Sunday Morning,clifton,-74.16376,40.85843,amalgama,1,0,303.4767122428868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.147,0.478,1,1,NA,1,1,NA,95,1,1
1920,London Office Victoria Westminster Victoria,zacatecas,-102.5832,22.77086,cyanid,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007237519482667569,0.018229166666666668,7,0.3081395348837209,0.3265935019841264,0.00412295943548063,mexico,extraction,MEX,0,0,0.795,0.557,-2,-2,-3,-2,-2,-3,76,0,0
1912,London Rhoddesian Mining Land Limited,salisbury,-75.5993692,38.3606736,cyanid,1,3,0,0,0,0,0,1,1,1,0.1697620680291715,0.014492753623188406,1,0.33004926108374383,0.36038647342995167,0,0.12567124109685632,0.024096385542168676,2,0.37727272727272726,0.4267068273092369,6.252138481554894e-4,0.16260707980169792,0.02727272727272727,3,0.3711340206185567,0.41060606060606086,0.0015577059978608228,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1910,London Venture Corporation Limited,london,-0.1277583,51.50735,amalgama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1912,Lonely Reef Gold Mining Co Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,10,0,3,0,0,0,1,1,1,0.0127869715443501,0.014492753623188406,1,0.2271186440677966,0.24627329192546576,0,0.06512410373025117,0.012048192771084338,1,0.3487394957983193,0.39457831325301207,0,0.06865327597664475,0.01818181818181818,2,0.32432432432432434,0.3643939393939394,0.0011641433030702582,0.005251216462463548,0.012779552715654952,4,0.24656357388316152,0.2619557049269518,0.008486277781449163,united states of america,extraction,USA,0,0,0.098,0.581,1,2,1,1,2,1,98,3,1
1913,Lonely Reef Gold Mining Co Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,8,0,3,1,1,1,0,0,0,0,0.017241379310344827,1,0.35,0.05316091954022989,0,0.05463174355107243,0.012658227848101266,1,0.32113821138211385,0.36392405063291133,0,0.058977551885347604,0.02040816326530612,2,0.3152542372881356,0.3408163265306121,0.005918464471913852,0.014726015438905412,0.0220125786163522,7,0.22954725972994441,0.25493664267249244,0.007506722555923023,united states of america,extraction,USA,0,0,0.083,0.581,1,2,1,1,2,1,98,3,1
1914,Lonely Reef Gold Mining Co Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002500066413176096,0.011111111111111112,4,0.21241379310344827,0.20530864197530949,0.004750851129681213,united states of america,extraction,USA,0,0,0.079,0.581,1,2,1,1,2,1,98,3,1
1915,Lonely Reef Gold Mining Co Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,10,0,6,1,1,1,0,0,0,0,0.016129032258064516,1,0.6,0.03225806451612903,0,0.07322309911761911,0.012195121951219513,1,0.33884297520661155,0.3841463414634146,0,0.0717738830247096,0.02040816326530612,2,0.3356643356643357,0.37244897959183654,0.006522196507468989,0.004884649196203644,0.028409090909090908,10,0.2835689045936396,0.2947544642857146,0.011513107050576636,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1916,Lonely Reef Gold Mining Co Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013066267985630466,0.01812688821752266,6,0.28067078552515445,0.2949719464825214,0.009217041742030828,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Lonely Reef Gold Mining Co Limited,rhodesia,-97.2134822,32.8294337,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.736788212402277e-5,0.011904761904761904,4,0.223859649122807,0.23131731859410556,0.011273987206823028,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Lonely Reef Gold Mining Co Limited,rhodesia,-97.21348,32.82943,cyanid,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012553515816528896,0.018229166666666668,7,0.30534979423868314,0.32281746031745995,7.056935939302295e-4,united states of america,extraction,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1921,Lonely Reef Gold Mining Co Limited,rhodesia,-97.21348,32.82943,cyanid,1,5,0,4,1,1,1,0,0,0,5.1630483770519145e-18,0.02127659574468085,1,1,0.02127659574468085,0,0.08091713249657766,0.0196078431372549,1,0.34459459459459457,0.39215686274509803,0,0.07899527572233418,0.029411764705882353,2,0.3333333333333333,0.37916666666666654,0.029411764705882353,0.04594030980996582,0.04582210242587601,17,0.340324118207817,0.3694519317160806,0.016156869723077918,united states of america,extraction,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1922,Lonely Reef Gold Mining Co Limited,rhodesia,-97.21348,32.82943,cyanid,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007974839027449046,0.01098901098901099,4,0.3000859845227859,0.30950418628990073,7.227331966556282e-5,united states of america,extraction,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1909,Lorenzo Mines Exploration Syndicate Limited,johannesburg,28.04731,-26.2041,cyanid,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,south africa,extraction,ZAF,1,1,0.408,0.115,NA,NA,NA,NA,NA,NA,NA,-2,0
1913,Lucizy Chaigge Umcnes Limited,johannesburg,28.0473051,-26.2041028,cyanid,1,2,0,1,0,0,0,1,1,1,0,0.017241379310344827,1,0.3888888888888889,0.05747126436781609,0,0.11542706741356212,0.012658227848101266,1,0.34347826086956523,0.3892405063291139,0,0.11477662833635616,0.02040816326530612,2,0.34317343173431736,0.3690476190476189,0.004047567427525767,1.286254902408015e-4,0.006289308176100629,2,0.17894736842105263,0.17917959922676915,0.005713945598476281,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1914,Lucky Tiger Combination Gold Mining,sonora,-110.3308814,29.2972247,cyanid,1,4,0,0,0,0,0,1,1,1,0.036477893947645425,0.015873015873015872,1,0.26666666666666666,0.28439153439153436,0,0.07154364381956921,0.013888888888888888,1,0.3333333333333333,0.37847222222222215,0,0.08880864279710918,0.02197802197802198,2,0.33211678832116787,0.3798534798534798,0.0013152680358513038,0,0,0,0,0,0,mexico,extraction,MEX,0,0,0.774,0.561,-3,-3,-3,-3,-3,-3,69,0,0
1916,Lucky Tiger Combination Gold Mining,moctezuma,-122.2568903,47.4579901,cyanid,1,4,24.637614078734675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1920,Lucky Tiger Combination Gold Mining,montezuma,-77.65543,39.91618,cyanid,1,8,4.4249855434796786e-4,3,0,0,0,1,1,1,0.22422204890454195,0.037037037037037035,2,0.3624161073825503,0.4209876543209875,0.022457109490035862,0.20370620165978628,0.03278688524590164,2,0.3860759493670886,0.4371584699453552,0.0018744687020428815,0.2828668666175258,0.05128205128205128,4,0.4126984126984127,0.46153846153846145,0.00832391232199393,0,0.0078125,3,1,0.0026041666666666665,0,united states of america,extraction,USA,0,0,0.078,0.581,1,2,1,1,2,1,98,3,1
1921,Lucky Tiger Combination Gold Mining,montezuma,-77.65543,39.91618,cyanid,1,13,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.09431610529121727,0.0196078431372549,1,0.3269230769230769,0.37254901960784315,0,0.08621050342886916,0.014705882352941176,1,0.3148148148148148,0.3526960784313727,0,0,0.0026954177897574125,1,1,0.0026954177897574125,0,united states of america,extraction,USA,0,0,0.095,0.581,1,2,1,1,2,1,98,3,1
1922,Lucky Tiger Combination Gold Mining,montezuma,-77.65543,39.91618,cyanid,1,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.817174986916288e-20,0.0027472527472527475,1,1,0.0027472527472527475,0,united states of america,extraction,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1923,Lucky Tiger Combination Gold Mining,montezuma,-77.65543,39.91618,cyanid,1,14,0,6,1,1,1,0,0,0,0.2602937430993007,0.043478260869565216,2,0.3524590163934426,0.3873188405797102,0.013446513661125023,0.2112334653625564,0.05,2,0.39215686274509803,0.44791666666666674,0.001386071828379521,0.29961927213137013,0.07142857142857142,4,0.4028776978417266,0.4604166666666664,0.007220104166158336,1.0201441766136201e-18,0.007936507936507936,3,1,0.005291005291005291,1.4034496793117482e-5,united states of america,extraction,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1913,Lucky Tiger Mining Syndicate Limited,sonora,-110.3308814,29.2972247,cyanid,1,5,0.0018807440278390995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mexico,extraction,MEX,0,0,0.774,0.561,-3,-3,-3,-3,-3,-3,70,0,0
1915,Lucky Tiger Mining Syndicate Limited,sonora,-110.3308814,29.2972247,cyanid,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mexico,extraction,MEX,0,0,0.774,0.561,-3,-3,-3,-3,-3,-3,70,0,0
1917,Lucky Tiger Mining Syndicate Limited,sonora,-110.3308814,29.2972247,cyanid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mexico,extraction,MEX,0,0,0.79,0.54,-2,-2,-3,-2,-2,-3,76,0,0
1919,Lucky Tiger Mining Syndicate Limited,montezuma,-77.6554273,39.9161766,cyanid,1,4,98.35903653136549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,united states of america,extraction,USA,0,0,0.07,0.581,1,2,1,1,2,1,98,3,1
1917,Lugansk Syndicate Limited,johannesburg,28.0473051,-26.2041028,cyanid,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006297115090120314,0.03571428571428571,12,0.29591836734693877,0.31451955782312946,0.0023431959148116797,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1908,Luipaard Vlei Gold Mining Company,johannesburg,28.04731,-26.2041,cyanid,1,11,0,2,0,0,0,1,2,0,0.010154061385165178,0.014084507042253521,1,0.22118380062305296,0.24590878604963107,0,0.16772967107531855,0.02531645569620253,2,0.42473118279569894,0.46413502109704646,0.0011394947857551521,0.15676241017992087,0.027777777777777776,3,0.38162544169611307,0.4274691358024694,0.02088060227854483,8.928226590720842e-4,0.039473684210526314,3,0.20848056537102475,0.2065476190476187,0.0027889420520999463,south africa,extraction,ZAF,1,1,0.408,0.115,NA,NA,NA,NA,NA,NA,NA,-2,0
1910,Luipaard Vlei Gold Mining Company,dudley,-2.081112,52.51226,cyanid,0,2,64.0910919061465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048942515380502656,0.03317535545023697,7,0.3129370629370629,0.3178740690589042,0.03598623577948226,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1911,Luipaard Vlei Gold Mining Company,london,-0.1277583,51.5073509,cyanid,1,8,1.0013217677085525e-4,6,1,1,0,0,0,0,0.003434660396329749,0.013157894736842105,1,0.21098265895953758,0.22039473684210506,0,0.09192239306163544,0.011111111111111112,1,0.36885245901639346,0.4138888888888889,0,0.08578119672656612,0.01680672268907563,2,0.34593023255813954,0.3893557422969188,0.003717978385206363,0.12114019990097528,0.10687022900763359,28,0.3737024221453287,0.36736641221373945,0.02997445965572994,united kingdom,extraction,GBR,1,1,0.028,0.73,2,2,2,2,2,2,98,3,1
1915,Luipaard Vlei Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,3,0,1,1,0,0,0,0,0,0.006495728320826521,0.016129032258064516,1,0.2125984251968504,0.20564516129032231,0,0,0,0,0,0,0,0.003032905382491439,0.01020408163265306,1,0.24870466321243523,0.25408163265306116,0,0.04248794576487454,0.03977272727272727,14,0.33683105981112277,0.3564191017316005,0.022571209926173525,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1916,Luipaard Vlei Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02186552563242195,0.015105740181268883,5,0.31673306772908366,0.33862034239677713,0.013134349421154852,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1919,Luipaard Vlei Gold Mining Company,johannesburg,28.0473051,-26.2041028,cyanid,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037751001436796425,0.02247191011235955,8,0.3323615160349854,0.3529026217228452,0.011223958186842263,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1920,Luipaard Vlei Gold Mining Company,johannesburg,28.04731,-26.2041,cyanid,1,6,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0.4157568117349176,0.06557377049180328,4,0.5169491525423728,0.5327868852459017,0.01904668915210136,0.37986388526447307,0.05128205128205128,4,0.4406779661016949,0.480769230769231,0.008153629340284805,0.019617344213095016,0.036458333333333336,14,0.34967012252591895,0.3778955853174579,0.02043911753779076,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1921,Luipaard Vlei Gold Mining Company,johannesburg,28.04731,-26.2041,cyanid,1,8,0,6,0,1,0,2,2,2,0.3240121012775601,0.0851063829787234,4,0.41284403669724773,0.453900709219858,0.09672868502655732,0.30690425914907893,0.058823529411764705,3,0.425,0.4771241830065359,0.00604333176921053,0.4096875612840727,0.10294117647058823,7,0.425,0.49068627450980384,0.04909082698153807,0.25302783357604686,0.1078167115902965,40,0.3971078976640712,0.43715184186882405,0.044939429822392365,south africa,extraction,ZAF,1,1,0.408,0.115,-1,-1,-1,-1,-1,-1,84,2,0
1922,Luipaard Vlei Gold Mining Company,western,-95.71276,37.09375,cyanid,1,7,0,7,1,3,1,0,0,0,0.3364882515141047,0.07692307692307693,3,0.3557692307692308,0.41709401709401717,0.0711393869288606,0.3232295753231982,0.06521739130434782,3,0.5,0.5235507246376812,0.01630388914682605,0.40154249548431276,0.0967741935483871,6,0.4881889763779528,0.5241935483870966,0.07031478552374817,0.11348108080373759,0.07967032967032966,29,0.3856353591160221,0.4165293040293036,0.053389709557760796,united states of america,extraction,USA,0,0,0.094,0.581,1,2,1,1,2,1,98,3,1
1923,Luipaard Vlei Gold Mining Company,western,-95.71276,37.09375,cyanid,1,8,0,8,1,3,1,0,0,0,0.29771850611820205,0.06521739130434782,3,0.3644067796610169,0.4072463768115943,0.0304251847066629,0.3272152960950988,0.075,3,0.4878048780487805,0.5208333333333334,0.009098106634305731,0.4264322512987673,0.10714285714285714,6,0.4409448818897638,0.4999999999999998,0.02080243057547265,0.1934771072515195,0.11375661375661375,43,0.4272189349112426,0.46393298059964966,0.06552033452903772,united states of america,extraction,USA,0,0,0.096,0.581,1,2,1,1,2,1,98,3,1
1911,Machave Gold Mining Limited,transvaal,-81.1830974,43.2325617,cyanid,1,7,2.8333329557698393e-4,2,0,1,0,0,1,0,0,0,0,0,0,0,0.22897564057717568,0.03333333333333333,3,0.47368421052631576,0.4981481481481482,0.006027570700945274,0.20689787069657622,0.025210084033613446,3,0.4075342465753425,0.44747899159663895,0.0030472684000475707,0.0035196997268272536,0.015267175572519083,4,0.27169811320754716,0.24825517993456978,0.006397745534054791,canada,extraction,CAN,0,1,0.072,0.61,2,1,1,2,1,1,96,0,1
1912,Machave Gold Mining Limited,transvaal,-81.1830974,43.2325617,cyanid,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.15780814078082056,0.024096385542168676,2,0.4715909090909091,0.4929718875502009,0.003530357564947143,0.15065189709724347,0.01818181818181818,2,0.41064638783269963,0.43863636363636394,0.0019237218297239852,0.008513413690084366,0.012779552715654952,4,0.24956521739130436,0.2750648889626535,1.5486356192144572e-4,canada,extraction,CAN,0,1,0.072,0.61,2,1,1,2,1,1,96,0,1
1913,Machave Gold Mining Limited,transvaal,-81.1830974,43.2325617,cyanid,1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.1700588109646345,0.02531645569620253,2,0.4340659340659341,0.4704641350210971,0.014331674749290832,0.16542893544704737,0.02040816326530612,2,0.40611353711790393,0.42261904761904784,0.006540905080755359,0.012839481351060054,0.015723270440251572,5,0.2286392405063291,0.24808204548770652,0.007926106547716283,canada,extraction,CAN,0,1,0.072,0.61,2,1,1,2,1,1,96,0,1
1914,Machave Gold Mining Limited,transvaal,-81.1830974,43.2325617,cyanid,1,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008833812211496227,0.011111111111111112,4,0.24600638977635783,0.23908840388007133,0.004758509678538432,canada,extraction,CAN,0,1,0.067,0.61,2,1,1,2,1,1,96,0,1
1917,Machave Gold Mining Limited,transvaal,-81.1830974,43.2325617,cyanid,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009287669510348899,0.011904761904761904,4,0.27763272410791995,0.29332482993197373,6.553153382904097e-5,canada,extraction,CAN,0,1,0.067,0.61,2,2,1,2,2,1,98,0,1
1910,Macth Wtet Ing Company,transvaal,-81.1831,43.23256,cyanid,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.17560824736709937,0.030303030303030304,2,0.44,0.476010101010101,0.003173515607786076,0.16024079671611674,0.022727272727272728,2,0.39111111111111113,0.4318181818181818,0.001268957191337697,0.0039870240060629536,0.009478672985781991,2,0.2528248587570621,0.2387497178966375,2.8114533668840443e-4,canada,extraction,CAN,0,1,0.074,0.597,2,1,1,2,1,1,96,0,1
